family,N,model,model_label,reps,rmse_log_mean,rmse_log_sd,mae_log_mean,coverage_mean,coverage_sd,coverage_gap_mean,conditional_coverage_above_1pct_mean,q_value_log_mean,calib_abs_mean,calib_abs_p90,test_abs_mean,test_abs_p90,alpha_mean_abs_mean,alpha_mean_abs_sd,alpha_std_abs_mean,alpha_p90_abs_mean,coverage_implied_alpha_mean,q_to_test_p90_mean,q_to_test_p95_mean,w1_abs_residual_mean,coverage_mean_scaled_mean,coverage_p90_scaled_mean,coverage_gap_mean_scaled_mean,coverage_gap_p90_scaled_mean
recorded_mdof_event_disjoint_target_conformal_r28_large_budget,50,lgbm_direct,LGBM direct,10,0.47617984865505497,0.02229227335479156,0.3729438007189433,0.8893716577540107,0.0659841338493313,-0.01062834224598933,0.5402173913043479,0.8252630253859545,0.3976238834911406,0.7085631233350701,0.3729438007189433,0.8270183805433555,0.9694123663661418,0.18209055101525476,1.1661014734679545,1.215646883543445,1.021927259895201,0.9960091869946919,0.8594045615408259,0.08618066823217864,0.8770053475935828,0.9506684491978609,-0.022994652406417137,0.05066844919786094
recorded_mdof_event_disjoint_target_conformal_r28_large_budget,50,xgb_direct,XGB direct,10,0.31194485228192675,0.07001133875214742,0.2570643991872178,0.7588903743315508,0.10237391547237688,-0.14110962566844923,0.5793478260869566,0.38789082510080924,0.17098806809403572,0.3158080776990705,0.2570643991872178,0.5050617738190641,1.5317465051665842,0.38517641864820035,1.4948012381179345,1.6442547035799744,1.4207029009682328,0.7778098733026324,0.6799290057734705,0.09051552825896876,0.9436497326203209,0.9612299465240642,0.04364973262032083,0.06122994652406415
recorded_mdof_event_disjoint_target_conformal_r28_large_budget,50,ridge_direct,Ridge direct,10,0.5871288115167785,0.17409716084093352,0.467017800677583,0.5983622994652407,0.17767187780488045,-0.30163770053475936,0.55,0.4607169595664031,0.20017293661401586,0.3981236049089859,0.467017800677583,0.9503905746352228,2.3413632417692996,0.6524509199288702,2.4654194031522803,2.4286060427853577,2.1895932741176773,0.5247127832972619,0.4302594485450572,0.26764904200929723,0.9244318181818182,0.938870320855615,0.024431818181818166,0.03887032085561495
recorded_mdof_event_disjoint_target_conformal_r28_large_budget,50,scratch_mlp,MLP scratch,10,1.9851637377948923,0.5970495820092021,1.4236243635079817,0.5294117647058824,0.10106289688355549,-0.37058823529411766,0.4728260869565217,0.949990674655808,0.38208569920971514,0.7066869351903318,1.4236243635079817,3.5341122068371873,3.9184422833836314,1.443479760922465,4.574139381775336,5.1411862098912575,2.362523857212003,0.29138410386415503,0.23158796533449344,1.042284480811745,0.8925133689839573,0.9533756684491979,-0.0074866310160428,0.05337566844919783
recorded_mdof_event_disjoint_target_conformal_r28_large_budget,100,lgbm_direct,LGBM direct,10,0.273644402035994,0.029725149534265645,0.21759801854904232,0.8710895721925134,0.039602457498282576,-0.02891042780748666,0.7945652173913043,0.41261362576409366,0.18032852208145858,0.39451321199782485,0.21759801854904232,0.44575828980276383,1.2147796052168034,0.1313544290558641,1.148007430593783,1.1300688385617892,1.0813906327617377,0.932927516082325,0.7895649819925707,0.04120495070652365,0.9337901069518717,0.9156751336898395,0.033790106951871644,0.015675133689839527
recorded_mdof_event_disjoint_target_conformal_r28_large_budget,100,xgb_direct,XGB direct,10,0.2339274564003889,0.029991055263996463,0.19047855503633193,0.7730949197860963,0.09510234222089142,-0.12690508021390373,0.49565217391304345,0.29468502251130263,0.13198279575256852,0.27914826358351696,0.19047855503633193,0.3825957288499173,1.4591540935113063,0.1974477078069835,1.2813601974684492,1.399535946790302,1.3795032979329807,0.7723542747785133,0.6652078382303609,0.05926903660530806,0.9328877005347593,0.9177139037433155,0.03288770053475933,0.017713903743315475
recorded_mdof_event_disjoint_target_conformal_r28_large_budget,100,ridge_direct,Ridge direct,10,0.5230165473735129,0.24029112966888505,0.4045553676322092,0.5903409090909091,0.1814747618773718,-0.30965909090909094,0.6380434782608695,0.377780363744492,0.1847516315336236,0.3411396786787618,0.4045553676322092,0.8576404463407373,2.199022484108037,0.8925752303566198,1.926108757374628,2.538318397405325,2.176016368796443,0.5309036360793418,0.44060851839713744,0.2295136616067072,0.8939171122994652,0.9248663101604278,-0.006082887700534767,0.024866310160427785
recorded_mdof_event_disjoint_target_conformal_r28_large_budget,100,scratch_mlp,MLP scratch,10,1.6554383988901908,0.5921791015623902,1.1822343278717404,0.46875,0.07139227457408558,-0.43125,0.41521739130434787,0.6232818159867193,0.31576622921421105,0.5601000516098973,1.1822343278717404,2.991630167195227,4.058423514588805,1.5671671411694514,4.412303778892322,5.350679154556523,2.678312799043648,0.22903494766817928,0.18713052201910163,0.8936824909592508,0.8310828877005347,0.918850267379679,-0.06891711229946526,0.018850267379679108
recorded_mdof_event_disjoint_target_conformal_r28_large_budget,250,lgbm_direct,LGBM direct,10,0.18794548148856255,0.01502918352229032,0.14858903522856942,0.7784090909090909,0.05159943861440114,-0.12159090909090911,0.5347826086956522,0.22710267964690223,0.10672676790829141,0.2175993892357916,0.14858903522856942,0.3068842831821489,1.4000229731498912,0.12500699007835328,1.2791308109058694,1.421597678926867,1.3494305430231919,0.7420338116722955,0.6085580967135813,0.042689418928019675,0.9063836898395723,0.9108622994652407,0.00638368983957216,0.01086229946524061
recorded_mdof_event_disjoint_target_conformal_r28_large_budget,250,xgb_direct,XGB direct,10,0.1857039315259715,0.015981979539521577,0.14974014838003533,0.7206550802139038,0.08029537603417826,-0.1793449197860963,0.41195652173913044,0.20782678864525628,0.09182578780874509,0.1980096741548477,0.14974014838003533,0.3054738732784618,1.6415645151799165,0.1932128058026605,1.3716599226978266,1.5680108713829326,1.5342812079323829,0.6841747904024741,0.579344426426659,0.058389325973985086,0.9303475935828877,0.9171791443850268,0.030347593582887654,0.017179144385026712
recorded_mdof_event_disjoint_target_conformal_r28_large_budget,250,ridge_direct,Ridge direct,10,0.49232132258251615,0.11738834833252491,0.38545985713501935,0.48382352941176476,0.07370344148978876,-0.4161764705882353,0.3934782608695652,0.2948673470139433,0.15376470452880486,0.28471977471133986,0.38545985713501935,0.7972731522320795,2.512888754636295,0.5385997217314391,2.0638116211415514,2.816491255700596,2.5840198881761234,0.3957609731097087,0.32689385468784987,0.2366158449637228,0.8771390374331551,0.9092245989304812,-0.022860962566844945,0.009224598930481243
recorded_mdof_event_disjoint_target_conformal_r28_large_budget,250,scratch_mlp,MLP scratch,10,1.279747227224464,0.3005296690452006,0.8954257310026543,0.4475601604278075,0.0762500133152011,-0.4524398395721925,0.41739130434782606,0.4023927735624907,0.2047587674122365,0.38444050782327555,0.8954257310026543,2.3177510347353727,4.582817135535044,1.4837931783099776,4.3079539710388675,6.216281228051142,2.8338136647059002,0.1897801284651994,0.15374940475577542,0.6923686412061153,0.8243983957219252,0.9129010695187165,-0.07560160427807489,0.012901069518716557
recorded_mdof_event_disjoint_target_conformal_r28_large_budget,500,lgbm_direct,LGBM direct,10,0.16794998546798034,0.005582045893731258,0.13315231483885026,0.7180147058823529,0.034606926869432585,-0.18198529411764708,0.5032608695652174,0.17781650670227372,0.08284291450405094,0.17527472936673133,0.13315231483885026,0.2691694116010422,1.6110933914696504,0.1007203161218831,1.479528426487414,1.54009894034008,1.531836044985927,0.6608866492376665,0.5454460395917613,0.05031079573256331,0.9164772727272726,0.9045454545454545,0.016477272727272695,0.004545454545454542
recorded_mdof_event_disjoint_target_conformal_r28_large_budget,500,xgb_direct,XGB direct,10,0.16858734391928182,0.009652285428695957,0.13595170227918976,0.652072192513369,0.05466476929412148,-0.24792780748663104,0.37717391304347825,0.16511802269699985,0.07248753870553659,0.1630124290634048,0.13595170227918976,0.2692288526759806,1.8818853751673974,0.15998171288054183,1.5564101437231135,1.6605699757539605,1.7643781954801756,0.6136829793163184,0.5191309370659606,0.06347544538674761,0.9430147058823529,0.9052139037433156,0.043014705882352934,0.0052139037433154845
recorded_mdof_event_disjoint_target_conformal_r28_large_budget,500,ridge_direct,Ridge direct,10,0.4809247931899587,0.0898970511662027,0.3881890812795787,0.47038770053475937,0.07044614529698036,-0.4296122994652406,0.43695652173913047,0.3095754569099386,0.15472400493272925,0.30616937689481294,0.3881890812795787,0.7634808140024372,2.511216113605109,0.43925118067681745,2.489497148267618,2.5096679572184737,2.6700683388075794,0.42243333189566756,0.3466903716663988,0.23346697762548244,0.904846256684492,0.9034759358288771,0.004846256684491956,0.003475935828876997
recorded_mdof_event_disjoint_target_conformal_r28_large_budget,500,scratch_mlp,MLP scratch,10,1.0288962831193826,0.1946545752137439,0.7130604246647011,0.42510026737967915,0.06421239458424535,-0.47489973262032087,0.4326086956521739,0.3092107856092549,0.1509348255703949,0.30679035112538616,0.7130604246647011,1.86507375266769,4.7409643841071905,0.7866612456499634,6.056838817382323,6.133014507154484,2.9827919291463276,0.17194690442898747,0.14054872483622569,0.5621288291626001,0.8314839572192513,0.902072192513369,-0.06851604278074867,0.0020721925133689646
recorded_mdof_event_disjoint_target_conformal_r28_large_budget,1000,lgbm_direct,LGBM direct,10,0.15815888939577,0.004652914718777737,0.1261429255359567,0.6308155080213903,0.033413991797113844,-0.26918449197860966,0.31956521739130433,0.1430975634225685,0.06572764465176725,0.14187852412427848,0.1261429255359567,0.26119403452388795,1.9273160954082438,0.13895975548806347,1.6303450022333035,1.847631282232602,1.8360218817453824,0.5485394789967328,0.46525048614505965,0.060481814336242744,0.9170454545454545,0.9026069518716577,0.01704545454545451,0.0026069518716577366
recorded_mdof_event_disjoint_target_conformal_r28_large_budget,1000,xgb_direct,XGB direct,10,0.1578726875202098,0.0036352955082561943,0.1274109995129383,0.550668449197861,0.03473299596771911,-0.34933155080213907,0.26521739130434785,0.12339069418737396,0.05741605731739567,0.12291483988445409,0.1274109995129383,0.25633274044691456,2.225129323039071,0.12982744591251974,1.8193342684290248,2.0931774532383356,2.182265353373065,0.48144574254919964,0.4082859599628813,0.0699950730843105,0.9224933155080214,0.9012032085561497,0.022493315508021382,0.0012032085561497264
recorded_mdof_event_disjoint_target_conformal_r28_large_budget,1000,scratch_mlp,MLP scratch,10,0.7380678524031609,0.19944520167792162,0.5067105038888696,0.45975935828877007,0.04686676943521771,-0.44024064171122995,0.40652173913043477,0.25634126434392274,0.1240935663175828,0.25536997170625714,0.5067105038888696,1.3217458743114476,4.110036446030259,1.0621176264046495,5.26512149779592,5.229282594212015,2.71265288276339,0.21236074316099893,0.1714312556115514,0.3826173606315278,0.8459558823529412,0.9010695187165776,-0.054044117647058854,0.0010695187165775221
recorded_mdof_event_disjoint_target_conformal_r28_large_budget,1000,ridge_direct,Ridge direct,10,0.467237020237005,0.0400678778612067,0.3770633192554526,0.4497326203208556,0.026623622851332667,-0.45026737967914443,0.38804347826086955,0.3024666859983633,0.15135582542278142,0.30036510869391136,0.3770633192554526,0.7372627150641332,2.491622554798165,0.18187520771949367,2.435135274002677,2.4536016808881786,2.7623869465661937,0.4127962899399093,0.33951541445675204,0.22570820939336755,0.9088235294117647,0.902807486631016,0.008823529411764675,0.0028074866310159987
recorded_mdof_event_disjoint_target_conformal_r28_large_budget,2000,lgbm_direct,LGBM direct,10,0.15652202252795733,0.0052663432322220625,0.1258786067857709,0.5555147058823529,0.029666164833515023,-0.3444852941176471,0.19130434782608696,0.12104646269705918,0.05672502593572685,0.12057991004709503,0.1258786067857709,0.257503777907358,2.2213611551431733,0.11394439459850658,1.935897231531963,2.1365394226688523,2.1568634396188284,0.47051632005092775,0.40115137554851055,0.06915506699860563,0.9163101604278076,0.9017045454545455,0.016310160427807474,0.0017045454545454252
recorded_mdof_event_disjoint_target_conformal_r28_large_budget,2000,xgb_direct,XGB direct,10,0.15818405605365599,0.003729187993343813,0.12721295813657021,0.4920120320855615,0.03093597283108566,-0.40798796791443853,0.23260869565217393,0.1066233349313277,0.05150978384775608,0.10649114297905778,0.12721295813657021,0.257150163396224,2.47215612607237,0.10712535746730166,2.1914548475331745,2.419574032282365,2.4944081062973367,0.41481684219512216,0.35136008135042207,0.07570323725299989,0.9080213903743315,0.9004679144385026,0.008021390374331538,0.00046791443850265904
recorded_mdof_event_disjoint_target_conformal_r28_large_budget,2000,scratch_mlp,MLP scratch,10,0.6402250184438139,0.23496769514720864,0.4444907945477851,0.476370320855615,0.10242771359558377,-0.42362967914438504,0.37717391304347825,0.22833402052021934,0.1084313337272181,0.22757392322136308,0.4444907945477851,1.1610408300089292,4.127934836865548,1.4419990350873384,5.205215732759353,5.120799707255228,2.670849176764013,0.24442165855579967,0.19373000517328037,0.33605991781709604,0.854812834224599,0.9010026737967914,-0.04518716577540109,0.00100267379679142
recorded_mdof_event_disjoint_target_conformal_r28_large_budget,2000,ridge_direct,Ridge direct,10,0.47719767239125205,0.0356022075046531,0.38457458201280076,0.44194518716577535,0.028485248833465898,-0.45805481283422467,0.3673913043478261,0.3009162464543527,0.15154176723763282,0.3003866671497617,0.38457458201280076,0.7498626106795017,2.5394679843493764,0.1914979032112865,2.522022706060489,2.5016144317107614,2.818816243076051,0.4041978396840193,0.3264225212666504,0.2330331480055548,0.9058823529411765,0.9008021390374331,0.005882352941176461,0.0008021390374331361
